cat_no,neubauer_HATHI,neubauer_HATHI_link,beit-arie_HATHI,beit-arie_HATHI_link
1,37,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=37,57,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=57
2,37,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=37,57,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=57
3,37,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=37,57,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=57
4,37,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=37,57,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=57
5,37,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=37,57,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=57
6,37,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=37,57,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=57
7,37,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=37,57,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=57
8,37,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=37,57,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=57
9,38,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=38,57,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=57
10,38,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=38,57,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=57
11,38,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=38,57,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=57
12,38,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=38,57,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=57
13,38,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=38,57,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=57
14,38,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=38,57,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=57
15,38,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=38,57,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=57
16,38,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=38,57,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=57
17,38,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=38,57,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=57
18,38,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=38,58,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=58
19,38,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=38,58,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=58
20,38,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=38,58,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=58
21,39,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=39,58,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=58
22,39,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=39,58,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=58
23,39,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=39,58,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=58
24,39,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=39,58,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=58
25,39,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=39,58,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=58
26,39,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=39,58,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=58
27,39,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=39,58,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=58
28,39,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=39,58,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=58
29,39,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=39,58,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=58
30,39,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=39,59,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=59
31,40,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=40,59,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=59
32,40,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=40,59,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=59
33,40,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=40,59,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=59
34,40,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=40,59,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=59
35,40,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=40,59,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=59
36,40,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=40,59,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=59
37,40,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=40,59,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=59
38,40,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=40,59,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=59
39,40,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=40,59,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=59
40,40,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=40,59,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=59
41,40,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=40,59,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=59
42,41,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=41,59,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=59
43,41,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=41,59,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=59
44,41,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=41,59,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=59
45,41,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=41,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
46,41,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=41,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
47,41,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=41,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
48,41,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=41,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
49,41,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=41,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
50,41,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=41,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
51,41,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=41,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
52,41,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=41,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
53,41,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=41,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
54,41,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=41,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
55,41,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=41,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
56,41,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=41,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
57,41,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=41,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
58,41,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=41,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
59,41,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=41,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
60,42,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=42,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
61,42,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=42,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
62,42,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=42,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
63,42,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=42,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
64,42,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=42,60,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=60
65,42,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=42,61,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=61
66,42,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=42,61,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=61
67,42,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=42,61,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=61
68,42,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=42,61,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=61
69,42,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=42,61,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=61
70,42,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=42,61,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=61
71,42,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=42,61,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=61
72,42,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=42,61,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=61
73,42,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=42,61,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=61
74,43,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=43,61,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=61
75,43,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=43,61,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=61
76,43,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=43,61,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=61
77,43,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=43,61,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=61
78,43,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=43,61,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=61
79,43,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=43,61,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=61
80,43,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=43,61,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=61
81,43,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=43,61,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=61
82,43,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=43,61,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=61
83,43,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=43,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
84,43,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=43,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
85,43,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=43,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
86,43,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=43,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
87,43,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=43,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
88,43,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=43,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
89,44,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=44,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
90,44,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=44,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
91,44,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=44,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
92,44,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=44,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
93,44,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=44,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
94,44,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=44,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
95,44,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=44,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
96,44,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=44,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
97,44,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=44,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
98,44,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=44,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
99,44,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=44,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
100,44,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=44,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
101,44,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=44,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
102,44,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=44,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
103,44,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=44,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
104,45,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=45,62,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=62
105,45,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=45,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
106,45,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=45,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
107,45,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=45,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
108,45,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=45,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
109,45,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=45,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
110,45,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=45,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
111,45,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=45,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
112,45,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=45,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
113,45,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=45,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
114,45,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=45,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
115,45,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=45,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
116,45,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=45,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
117,45,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=45,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
118,48,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=48,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
119,48,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=48,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
120,48,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=48,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
121,48,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=48,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
122,48,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=48,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
123,48,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=48,63,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=63
124,48,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=48,64,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=64
125,48,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=48,64,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=64
126,48,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=48,64,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=64
127,48,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=48,64,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=64
128,48,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=48,64,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=64
129,48,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=48,64,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=64
130,49,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=49,64,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=64
131,49,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=49,64,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=64
132,49,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=49,64,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=64
133,49,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=49,64,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=64
134,49,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=49,64,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=64
135,49,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=49,64,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=64
136,49,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=49,65,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=65
137,49,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=49,65,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=65
138,49,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=49,65,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=65
139,49,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=49,65,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=65
140,49,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=49,65,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=65
141,49,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=49,65,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=65
142,50,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=50,65,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=65
143,50,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=50,65,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=65
144,50,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=50,65,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=65
145,50,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=50,65,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=65
146,50,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=50,65,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=65
147,50,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=50,65,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=65
148,50,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=50,65,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=65
149,50,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=50,66,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=66
150,50,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=50,66,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=66
151,50,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=50,66,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=66
152,50,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=50,66,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=66
153,51,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=51,66,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=66
154,51,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=51,66,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=66
155,51,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=51,66,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=66
156,51,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=51,66,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=66
157,51,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=51,67,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=67
158,51,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=51,67,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=67
159,51,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=51,67,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=67
160,51,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=51,67,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=67
161,52,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=52,67,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=67
162,52,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=52,67,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=67
163,52,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=52,67,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=67
164,52,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=52,67,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=67
165,52,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=52,67,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=67
166,52,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=52,68,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=68
167,52,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=52,68,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=68
168,52,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=52,68,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=68
169,52,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=52,68,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=68
170,52,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=52,68,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=68
171,52,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=52,68,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=68
172,52,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=52,68,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=68
173,53,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=53,68,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=68
174,53,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=53,68,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=68
175,53,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=53,68,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=68
176,53,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=53,68,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=68
177,53,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=53,69,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=69
178,53,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=53,69,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=69
