cat_no,neubauer_HATHI,neubauer_HATHI_link,beit-arie_HATHI,beit-arie_HATHI_link
1223,264,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=264,156,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=156
1224,264,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=264,156,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=156
1225,265,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=265,156,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=156
1226,265,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=265,156,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=156
1227,265,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=265,156,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=156
1228,265,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=265,156,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=156
1229,265,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=265,156,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=156
1230,266,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=266,157,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=157
1231,266,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=266,157,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=157
1232,266,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=266,157,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=157
1233,266,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=266,157,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=157
1234,266,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=266,157,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=157
1235,266,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=266,157,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=157
1236,267,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=267,157,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=157
1237,267,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=267,157,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=157
1238,267,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=267,157,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=157
1239,267,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=267,157,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=157
1240,267,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=267,157,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=157
1241,267,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=267,157,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=157
1242,267,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=267,158,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=158
1243,267,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=267,158,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=158
1244,267,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=267,158,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=158
1245,267,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=267,158,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=158
1246,268,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=268,158,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=158
1247,268,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=268,158,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=158
1248,268,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=268,158,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=158
1249,268,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=268,158,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=158
1250,268,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=268,158,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=158
1251,268,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=268,158,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=158
1252,268,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=268,158,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=158
1253,268,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=268,158,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=158
1254,268,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=268,158,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=158
1255,269,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=269,158,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=158
1256,269,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=269,158,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=158
1257,269,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=269,159,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=159
1258,269,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=269,159,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=159
1259,269,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=269,159,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=159
1260,269,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=269,159,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=159
1261,270,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=270,159,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=159
1262,270,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=270,159,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=159
1263,270,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=270,159,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=159
1264,270,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=270,159,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=159
1265,271,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=271,159,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=159
1266,271,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=271,160,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=160
1267,271,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=271,160,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=160
1268,272,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=272,160,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=160
1269,272,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=272,160,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=160
1270,273,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=273,160,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=160
1271,273,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=273,161,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=161
1272,273,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=273,161,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=161
1273,273,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=273,161,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=161
1274,274,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=274,161,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=161
1275,274,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=274,161,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=161
1276,274,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=274,161,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=161
1277,274,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=274,161,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=161
1278,274,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=274,162,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=162
1279,275,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=275,162,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=162
1280,275,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=275,162,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=162
1281,275,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=275,162,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=162
1282,275,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=275,162,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=162
1283,275,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=275,162,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=162
1284,275,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=275,162,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=162
1285,276,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=276,162,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=162
1286,276,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=276,162,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=162
1287,276,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=276,162,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=162
1288,276,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=276,162,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=162
1289,276,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=276,160,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=160
1290,276,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=276,163,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=163
1291,276,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=276,163,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=163
1292,276,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=276,163,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=163
1293,276,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=276,163,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=163
1294,276,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=276,163,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=163
1295,277,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=277,163,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=163
1296,277,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=277,163,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=163
1297,277,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=277,163,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=163
1298,277,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=277,163,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=163
1299,277,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=277,163,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=163
1300,277,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=277,163,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=163
1301,277,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=277,163,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=163
1302,277,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=277,164,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=164
1303,278,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=278,164,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=164
1304,278,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=278,164,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=164
1305,278,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=278,164,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=164
1306,278,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=278,164,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=164
1307,278,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=278,164,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=164
1308,278,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=278,164,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=164
1309,278,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=278,164,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=164
1310,278,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=278,164,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=164
1311,278,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=278,164,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=164
1312,279,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=279,165,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=165
1313,279,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=279,165,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=165
1314,279,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=279,165,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=165
1315,279,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=279,165,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=165
1316,280,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=280,165,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=165
1317,280,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=280,165,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=165
1318,281,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=281,166,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=166
1319,282,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=282,166,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=166
1320,283,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=283,166,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=166
1321,283,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=283,166,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=166
1322,283,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=283,166,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=166
1323,284,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=284,166,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=166
1324,284,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=284,166,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=166
1325,284,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=284,167,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=167
1326,284,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=284,167,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=167
1327,285,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=285,167,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=167
1328,285,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=285,167,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=167
1329,285,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=285,167,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=167
1330,285,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=285,167,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=167
1331,285,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=285,167,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=167
1332,285,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=285,167,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=167
1333,286,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=286,167,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=167
1334,286,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=286,167,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=167
1335,286,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=286,168,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=168
1336,286,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=286,168,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=168
1337,286,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=286,168,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=168
1338,287,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=287,168,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=168
1339,287,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=287,168,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=168
1340,287,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=287,168,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=168
1341,287,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=287,168,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=168
1342,287,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=287,168,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=168
1343,288,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=288,169,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=169
1344,288,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=288,169,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=169
1345,288,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=288,169,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=169
1346,288,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=288,169,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=169
1347,289,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=289,169,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=169
1348,289,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=289,169,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=169
1349,289,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=289,169,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=169
1350,289,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=289,169,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=169
1351,289,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=289,169,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=169
1352,289,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=289,169,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=169
1353,290,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=290,170,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=170
1354,291,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=291,170,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=170
1355,291,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=291,170,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=170
1356,291,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=291,170,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=170
1357,291,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=291,170,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=170
1358,291,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=291,170,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=170
1359,291,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=291,170,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=170
1360,291,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=291,170,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=170
1361,292,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=292,170,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=170
1362,292,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=292,170,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=170
1363,292,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=292,170,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=170
1364,292,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=292,170,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=170
1365,292,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=292,170,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=170
1366,292,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=292,171,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=171
1367,292,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=292,171,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=171
1368,293,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=293,171,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=171
1369,293,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=293,171,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=171
1370,293,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=293,171,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=171
1371,293,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=293,171,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=171
1372,293,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=293,171,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=171
1373,294,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=294,171,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=171
1374,294,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=294,171,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=171
1375,294,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=294,171,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=171
1376,294,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=294,171,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=171
1377,294,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=294,171,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=171
1378,295,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=295,172,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=172
1379,295,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=295,172,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=172
1380,295,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=295,172,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=172
1381,295,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=295,172,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=172
1382,295,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=295,172,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=172
1383,296,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=296,172,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=172
1384,296,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=296,172,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=172
1385,296,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=296,172,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=172
1386,296,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=296,172,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=172
1387,296,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=296,172,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=172
1388,296,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=296,172,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=172
1389,296,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=296,172,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=172
1390,296,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=296,172,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=172
1391,298,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=298,173,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=173
1392,298,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=298,173,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=173
1393,298,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=298,173,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=173
1394,298,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=298,173,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=173
1395,298,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=298,173,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=173
1396,298,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=298,173,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=173
1397,298,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=298,173,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=173
1398,299,https://babel.hathitrust.org/cgi/pt?id=mdp.39015034251762&seq=299,173,https://babel.hathitrust.org/cgi/pt?id=uva.x002588168&seq=173
